Rejection Checked,Rejection Found,Row #,FormattedAccuracy,ErrorCode
"Service Facility State (2310C N402) is required when any portion of the 2310C segment is present, except Country Code (2010C N404). Service Facility State must be a valid State.",Loop 2310C (Service Facility Location Name) is used. It should not be used when loop 2010AA is used with the same information. Loop [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count,269,41%,0x3938C72
"Facility Zip must be valid for the Facility State.
When the Facility State is present, a Zip Code must also be present.",Value of element REF02 (Referring CLIA Facility Identification) is incorrect. Expected value is CLIA number (format is '10 characters where the third character is 'D''). Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br,270,48%,0x3939381
"Service Facility Zip (2310C N403) is required when any portion of the 2310C segment is present, except Country Code (2010C N404). Service Facility Zip must be 9 numeric digits (0-9), and valid for the given Service Facility State (2010C N402).",Segment REF (Service Facility Location Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This,271,40%,0x3938B78
"If the claim is a paper claim (submitter id ""X0020"") no editing is done.",Segment DTP (Date - Acute Manifestation) is used. It is not expected to be used when claim does not have CR208 as 'A' or 'M'. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Cou,272,64%,0x3938B7B
"If the claim is a paper claim (submitter id ""X0020"") no editing is done.",Segment DTP (Date - Acute Manifestation) is used. It is not expected to be used when claim does not have CR208 as 'A' or 'M'. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Cou,273,64%,0x3938B7B
"Service Facility Contact Name (2310 PER02) cannot be more than 60 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.
For Medipak Advantage, Contact information (2310C PER) is not allowed. ",Segment PER (Service Facility Contact Information) is used. It is not expected to be used when segment REF (Property and Casualty Claim Number) is not used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was d,274,18%,0x3938B52
"When present, Service Facility (2310 PER03) Contact Qualifier 1 must be TE.","Segment PER (Service Facility Contact Information) is used. It is not expected to be used when it provides the same information as segment PER in loop 1000A. 
Segment PER (Billing Provider Contact Information) is used. It is not expected to be used when i",275,50%,0x3938B79
"Service Facility Contact Number (2310 PER04) cannot be more than 256 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Segment PER (Service Facility Contact Information) is used. It is not expected to be used when segment REF (Property and Casualty Claim Number) is not used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was d,276,13%,0x3938B52
"When present, Service Facility Contact Qualifier 2 (2310C PER05) must be EX. Service Facility Contact Qualifier 2 is required when Service Facility Contact Number 2 (2310C PER06) is present. ",Segment PER (Service Facility Contact Information) is used. It is not expected to be used when segment REF (Property and Casualty Claim Number) is not used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was d,277,53%,0x3938B52
"Service Facility Contact Number 2 (2310 PER06) cannot be more than 256 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Segment PER (Service Facility Contact Information) is used. It is not expected to be used when segment REF (Property and Casualty Claim Number) is not used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was d,278,13%,0x3938B52
"Supervising Provider Last Name (2310D NM103) is required when Supervising Provider NPI (2310D NM109) is present. Supervising Provider Last Name cannot be more than 60 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Loop 2420D (Supervising Provider Name) is used. It should not be used when loop 2310D is used with the same information. Loop [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count: [dpe,279,20%,0x3938C72
"Supervising Provider First Name (2310D NM104) is required when Supervising Provider Last Name (2310A NM103) is present. Supervising Provider First Name cannot be more than 35 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Loop 2420D (Supervising Provider Name) is used. It should not be used when loop 2310D is used with the same information. Loop [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count: [dpe,280,21%,0x3938C72
"When present, Supervising Provider Middle Name (2310D NM105) cannot be more than 25 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.
If this is a Medicare or MediPak Advantage claim, and the Supervising Provider Middle name (2310D NM105) is present and contains a non-alpha character in first position, the claim will reject.",Segment REF (Supervising Provider Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This erro,281,23%,0x3938B78
"When present, Supervising Provider Suffix (2310D NM107) cannot be more than 10 characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Segment REF (Supervising Provider Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This erro,282,13%,0x3938B78
"If the claim is a paper claim (submitter id ""X0020"") no editing is done.",Segment DTP (Date - Acute Manifestation) is used. It is not expected to be used when claim does not have CR208 as 'A' or 'M'. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Cou,283,64%,0x3938B7B
If this is a Dakota (SUBID = X0020) claim the claim will not reject.,Segment DTP (Date - Begin Therapy Date) is missing. It is required when certification for DMERC is included in this claim (PWK02 = 'AD').{br}{br}This segment was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{tab}Character: [emp.cp],284,57%,0x3938AFE
"If the Ambulance Pick Up Address 1 is present, it must contain valid characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Value of sub-element SV101-02 is incorrect. Expected value is from external code list - Workers Compensation Specific Procedure and Supply Codes (576) when SV101-01='WK'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{b,285,17%,0x3939649
"If the Ambulance Pick Up Address 1 is present, cannot exceed 55 characters, and it must contain valid characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Value of sub-element SV101-02 is incorrect. Expected value is from external code list - Workers Compensation Specific Procedure and Supply Codes (576) when SV101-01='WK'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{b,286,17%,0x3939649
An error message is displayed if the Billing Provider Address contains invalid characters. ,Value of element REF02 (Claim Identifier For Transmission Intermediaries) is incorrect. Expected value is up to 20 characters. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Se,287,50%,0x3939383
"If the Ambulance Pick Up City is present, it must contain valid characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Value of element REF02 (Claim Identifier For Transmission Intermediaries) is incorrect. Expected value is up to 20 characters. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Se,288,15%,0x3939383
"If the Ambulance Pick Up City is present, it cannot exceed 30 characters, cannot be less than 2 characters, and must contain valid characters. Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.",Element CR110 is used. It should not be used when segment CRC (Ambulance Certification Information) is not used with CRC02 as 'N' and CRCxx as '04'.,289,16%,0x3939318
"Ambulance Pick Up Location State (2310E N402) is required when any portion of the 2310E segment is present, except Country Code (2010E N404). Service Facility State must be a valid State.","Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CR3 '' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CRC 'Condition Indicator/Durable Medical Equipment' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Begin Therapy Date' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Last Certification Date' is used.",290,35%,0x3938B30
"Beginning on October 16, 2016, all Ambulance claims must have, at least, a 5-digit zip code in the Ambulance pick up loop (2310E N4) for Point of Pick-up. If it is an ambulance water or air(42) and the zip code is not a valid Arkansas zip code, the claim will reject. These claims must be filed to the Blue plan whose service area the point of pick up zip code is located. ",Value of sub-element HI01-02 can not be verified because there were no pointers to this code. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count: [dpe.rec.dc]{br}{tab,291,38%,0x3939607
"Ambulance Pick Up Location Zip (2310E N403) is required when any portion of the 2310E segment is present, except Country Code (2010E N404). Ambulance Pick Up Location Zip must be valid for the given Ambulance Pick Up Location State (2010E N402).",Loop 2420G (Ambulance Pick-up Location) is used. It should not be used when loop 2310E is used with the same information.,292,49%,0x3938C72
"If present Ambulance Drop Off Address line 1 must be less than 56 in length and contain valid characters (BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''""). ",Element CR110 is used. It should not be used when segment CRC (Ambulance Certification Information) is not used with CRC02 as 'N' and CRCxx as '04'.,293,30%,0x3939318
"If present Ambulance Drop Off Address line 1 must be less than 56 in length and contain valid characters (BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''""). ",Element CR110 is used. It should not be used when segment CRC (Ambulance Certification Information) is not used with CRC02 as 'N' and CRCxx as '04'.,294,30%,0x3939318
"If  Ambulance Drop Off City (2310F N401) present, the City must have a length > 1, < 81 and must contain valid characters BIG_CHARS_LIST ""0-9,a-z,A-Z,'-',' ',',','.','(',')','/','#','!','@','$','%','^','&','+','=','_','\\','|',';','<','?','{','}','\[','\]','\''"".",Value of element PS101 is incorrect. It must match corresponding Purchased Service Provider Identifier in REF02 or NM109 in 2420B loop. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{b,295,22%,0x3939421
When Ambulance Drop Off State (2310F N402) is present it has to be a valid state code and the Ambulance Drop Off Name (2310F NM103) is Required.,Loop 2420H (Ambulance Drop-off Location) is used. It should not be used when loop 2310F is used with the same information.,296,48%,0x3938C72
If present Ambulance Drop Off Zip (2310F N403) must be a valid zip code for Ambulance Drop Off State (2310F N402).,Loop 2420H (Ambulance Drop-off Location) is used. It should not be used when loop 2310F is used with the same information.,297,43%,0x3938C72
