Rejection Checked,Rejection Found,Row #,FormattedAccuracy,ErrorCode
"If the Medical Record ID Number (2300 REF02 EA) is Present, Max Length = 50 and Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.

2010326002 - 12/1/2010 - slc - 5010:Medicare & MPA Edits
2011115007 - 05/05/2011 - slc - added ARCAID & COMM
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Value of element REF02 (Information Receiver Secondary ID) is incorrect. Expected value is National Provider ID (format is '10 digits starting from 1-4 with optional '80840' prefix and last check digit') when REF01='HPI'.,170,14%,0x3939390
"If the Demo Project ID (2300 REF02 P4) is Present, Max Length = 50 and Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '. 
74 is invalid.

2010326002 - 12/1/2010 - slc - 5010:Medicare & MPA Edits
2011115007 - 05/05/2011 - slc - added ARCAID & COMM
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline
2015307019 - 01/01/2016 - rmt - 74 is invalid",Value of element REF02 (Information Receiver Secondary ID) is incorrect. Expected value is National Provider ID (format is '10 digits starting from 1-4 with optional '80840' prefix and last check digit') when REF01='HPI'.,171,16%,0x3939390
"If a Care Plan Oversight Number (2300 REF02 1J) is Present it Must be a Valid NPI.

2010326002 - 12/1/2010 - slc - 5010:Medicare & MPA Edits
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Value of element REF02 (Pay-To Plan Secondary ID) is incorrect. Expected value is Employer's Identification Number (format is '9 digits') when REF01='EI'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error,172,53%,0x393938C
"If the File Information (2300 K301) is Present, Max Length = 80 and Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.

2010326002 - 12/2/2010 - slc - 5010:Medicare & MPA Edits
2011115007 - 05/05/2011 - slc - add ARCAID & COMM
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Value of element REF02 (Information Receiver Secondary ID) is incorrect. Expected value is National Provider ID (format is '10 digits starting from 1-4 with optional '80840' prefix and last check digit') when REF01='HPI'.,173,15%,0x3939390
"If Present, the Note Reference Code (2300 NTE01) Must Be ADD, CER, DCP, DGN, or TPO. 

07/08/08 - DMC - Added COMM and ARCAID per Protrac 2008182010.
RMP - removed PMT, not valid for 5010
2010326002 - 12/2/2010 - slc - 5010:Medicare & MPA Edit Updates

2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Value of element ST01 (Transaction Set Identifier Code) does not match to value of element GS01 (Functional Identifier Code). Expected value of GS01 is 'BE' for this transaction type. ,174,21%,0x3939440
"If the Claim Note Text (2300 NTE02) is Present, Max Length = 80 and Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.

2010326002 - 12/1/2010 - slc - 5010:Medicare & MPA Edits
2011115007 - 05/05/2011 - slc - added ARCAID & COMM
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Value of element REF02 (Information Receiver Secondary ID) is incorrect. Expected value is National Provider ID (format is '10 digits starting from 1-4 with optional '80840' prefix and last check digit') when REF01='HPI'.,175,13%,0x3939390
"For all LOBs, If Present, the Patient Weight (2300 CR102) cannot be greater than 9999.99, Must Be >= 0 and the patient weight must be numeric.
For Medicare and MPA only: the Place of Service (2300 CLM0501) must be 41 or 42.

2010326002 - 12/2/2010 - slc - 5010:Medicare & MPA Edit Updates.
2012221014 - 08/14/2012- dmc - Require Patient Weight for all LOBs to be numeric.
2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Value of element DMG02 (Patient Birth Date) is incorrect. Value for date or start period date is expected to be a date earlier than the Transaction Creation Date.,176,27%,0x3939388
"When the 2300 CR104 Ambulance Transport Reason Code is present, it must be A, B, C, D, or E.

04/04/2008-CLM-2008088014 - Added Medicaid and Commercial.

2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Segment CR1 (Ambulance Transport Information) is used. It is not expected to be used when it provides the same information as segment CR1 in loop 2300. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detect,177,47%,0x3938B79
"Reason Code (2300 CR104) is required when the 2300 CR1 segment is present. 

2015141010 - 10/01/2015 - rmt - require reason code for MPA","Segment LQ is missing. Remark codes are required when Claim Adjustment Reason Code 16, 17, 96, 125, 148, 162, 226, 227 or A1 is used in CAS segment.",178,58%,0x3938BD5
"When the Unit or Basis for Measurement code is present, it must contain ""DH"".

04/03/2008-CLM-2008088012 - Added Medicaid and Commercial.

2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Value of element LQ02 is incorrect. Expected value is from external code list - CMS DMERC CMN Forms (582) when LQ01='UT'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment,179,42%,0x3939360
"Transport Distance (2300 CR106) can not be blaink ("" "") if the Ambulance Unit Code (2300 CR105) is present. 

Ambulance Unit Code (2300 CR105) must be present if the Transport Distance (2300 CR106) is present.

Trasnport Distance (2300 CR106) must be numeric.

If Medicaid or Commercial:
  then the Transport Distance (2300 CR106) must be greater than Zero

All other Payers:
  then the Transport Distance (2300 CR106) must be >= Zero and <= 9999.


2008234012 - 09/11/08-DMC-Added ARCAID and COMM per ProTrac.
04/21/10-DMC-Revised to error if loop is used and miles is not present.
2010160017 - 06/10/2010-RMP-Allow zero miles for Medicare.
2010246026 - 09/20/10 - FMB - added returns so that the edit would only fire once, and updated documentation.
2010326002 - 12/2/2010 - slc - 5010:Medicare & MPA Edit Updates

2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Value of sub-element HI01-02 can not be verified because there were no pointers to this code. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count: [dpe.rec.dc]{br}{tab,180,33%,0x3939607
"If the Round Trip Purpose Description (2300 CR109) is Present, Max Length = 80 and Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.

2010326002 - 12/2/2010 - slc - 5010:Medicare & MPA Edits
2012009032 - 01/13/2012 - slc - added arcaid & comm
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Value of element REF02 (Information Receiver Secondary ID) is incorrect. Expected value is National Provider ID (format is '10 digits starting from 1-4 with optional '80840' prefix and last check digit') when REF01='HPI'.,181,12%,0x3939390
"If the Stretcher Purpose Description (2300 CR110) is Present, Max Length = 80 and Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.

2010326002 - 12/2/2010 - slc - 5010:Medicare & MPA Edits
2011115007 - 06/02/2011 - slc - added ARCAID & COMM
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Value of element REF02 (Information Receiver Secondary ID) is incorrect. Expected value is National Provider ID (format is '10 digits starting from 1-4 with optional '80840' prefix and last check digit') when REF01='HPI'.,182,13%,0x3939390
"If the Patient Condition code is present, but it is not A,C,D,E,F,G or M, then ""Patient Condition Code Must Be (A,C,D,E,F,G,M)"" is displayed.
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline","Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CR3 '' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CRC 'Condition Indicator/Durable Medical Equipment' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Begin Therapy Date' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Last Certification Date' is used.",183,42%,0x3938B30
"If the Patient Condition Description (2300 CR210) is Present, Max Length = 80 and Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.

2010326002 - 12/2/2010 - slc - 5010:Medicare & MPA Edits
2011115007 - 05/05/2011 - slc - add ARCAID & COMM
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Value of element REF02 (Information Receiver Secondary ID) is incorrect. Expected value is National Provider ID (format is '10 digits starting from 1-4 with optional '80840' prefix and last check digit') when REF01='HPI'.,184,13%,0x3939390
"If the Patient Condition Description (2300 CR211) is Present, Max Length = 80 and Valid characters are: 0-9, a-z, A-Z, -, space, comma, period, ), (, /, #, !, @, $, %, ^, &, +, =, _, \, |, ;, <, ?, {, }, [, ], and '.

2010326002 - 12/2/2010 - slc - 5010:Medicare & MPA Edits
2011115007 - 05/05/2011 - slc - added ARCAID & COMM
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",Value of element REF02 (Information Receiver Secondary ID) is incorrect. Expected value is National Provider ID (format is '10 digits starting from 1-4 with optional '80840' prefix and last check digit') when REF01='HPI'.,185,13%,0x3939390
"If the Ambulance Certification Condition Indicator (2300 CRC02-Ambulance) is Present, it Must Be Y or N.
If the Ambulance Condition Code (2300 CRC03-Ambulance) is Present, the Ambulance Certification Condition Indicator Must be Present.

2008015038- added arcaid and comm
2010326002 - 12/3/2010 - slc - 5010:Medicare & MPA Edit Updates
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline","Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CR3 '' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CRC 'Condition Indicator/Durable Medical Equipment' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Begin Therapy Date' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Last Certification Date' is used.",186,54%,0x3938B30
"If Ambulance Condition Indicator (2300 CRC03-Ambulance) is present, Must Be 01,04,05,06,07,08,09,12.
The Ambulance Condition Code is Required when the Ambulance Condition Indicator is Present.

2008057014-added ARCAID and COMM
RMP - updated values for 5010 ""01,04,05,06,07,08,09,12"". removed 02,03,60 and added 12
2010326002 - 12/3/2010 - slc - 5010:Medicare & MPA Edit Updates - added mpa

2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline","Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CR3 '' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CRC 'Condition Indicator/Durable Medical Equipment' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Begin Therapy Date' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Last Certification Date' is used.",187,59%,0x3938B30
"If Ambulance Condition Indicator (2300 CRC04-Ambulance) is present, Must Be 01,04,05,06,07,08,09,12.
Ambulance Condition Code 2 Only Allowed When Ambulance Condition Code 1 is Present

2008057014-added ARCAID and COMM
RMP - updated values for 5010 ""01,04,05,06,07,08,09,12"". removed 02,03,60 and added 12
2010326002 - 12/3/2010 - slc - 5010:Medicare & MPA Edit Updates - added mpa
2012012014 - 1/12/2012 - rmp - CI-7870 Medicare updates
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline","Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CR3 '' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CRC 'Condition Indicator/Durable Medical Equipment' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Begin Therapy Date' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Last Certification Date' is used.",188,48%,0x3938B30
"If Ambulance Condition Indicator (2300 CRC05-Ambulance) is present, Must Be 01,04,05,06,07,08,09,12.
Ambulance Condition Code 2 (2300 CRC04-Ambulance) Is Required when Ambulance Condition Code 3 is Present

01/20/2008-RMP-converted Comm and Caid.
RMP - updated values for 5010 ""01,04,05,06,07,08,09,12"". removed 02,03,60 and added 12
2010326002 - 12/3/2010 - slc - 5010:Medicare & MPA Edit Updates - added mpa

2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline","Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CR3 '' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CRC 'Condition Indicator/Durable Medical Equipment' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Begin Therapy Date' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Last Certification Date' is used.",189,56%,0x3938B30
